Metabolite,´úÐ»Îï,P_value,FDR,VIP_pred_OPLS-DA,VIP_PLS-DA,FC(KA/HA),Log2FC(KA/HA),Significant,Regulate,"KEGG Compound ID","KEGG Compound First Category","KEGG Compound Second Category","KEGG Pathway ID","KEGG Pathway Description","KEGG Pathway First Category","KEGG Pathway Second Category","Library ID","HMDB Superclass","HMDB Class","HMDB Subclass","CAS ID",M/Z,"Retention time",Adducts,Formula,"Fragmentation Score","Theoretical Fragmentation Score","Metab ID",ID,Mode,KA1,KA10,KA11,KA12,KA6,KA8,HA12,HA14,HA16,HA3,HA4,HA6,ka_mean,ka_SD,ha_mean,ha_SD
"DG(20:4(8Z,11Z,14Z,17Z)/18:0/0:0)",-,0.9533,0.9708,0.1012,0.226,1.0078,0.0112,no,up,C00165,-,-,map05214;map05167;map05143;map05163;map05146;map04915;map04015;map04014;map04659;map04658;map04270;map04012;map05231;map04650;map04370;map04371;map04072;map04071;map05235;map04921;map05415;map04750;map04919;map04933;map04961;map05012;map04920;map04923;map04925;map05017;map04926;map05171;map04726;map04725;map04724;map04723;map04728;map05223;map04720;map04666;map05170;map04664;map04540;map04662;map04660;map05200;map04261;map04010;map04024;map04929;map04020;map04928;map04062;map05225;map04064;map04066;map04625;map01521;map04972;map04973;map04970;map04971;map04730;map04975;map04918;map04713;map04916;map04714;map04722;map04911;map04912;map04935;map04613;map05022;map04611;map04931,"Glioma;Kaposi sarcoma-associated herpesvirus infection;African trypanosomiasis;Human cytomegalovirus infection;Amoebiasis;Estrogen signaling pathway;Rap1 signaling pathway;Ras signaling pathway;Th17 cell differentiation;Th1 and Th2 cell differentiation;Vascular smooth muscle contraction;ErbB signaling pathway;Choline metabolism in cancer;Natural killer cell mediated cytotoxicity;VEGF signaling pathway;Apelin signaling pathway;Phospholipase D signaling pathway;Sphingolipid signaling pathway;PD-L1 expression and PD-1 checkpoint pathway in cancer;Oxytocin signaling pathway;Diabetic cardiomyopathy;Inflammatory mediator regulation of TRP channels;Thyroid hormone signaling pathway;AGE-RAGE signaling pathway in diabetic complications;Endocrine and other factor-regulated calcium reabsorption;Parkinson disease;Adipocytokine signaling pathway;Regulation of lipolysis in adipocytes;Aldosterone synthesis and secretion;Spinocerebellar ataxia;Relaxin signaling pathway;Coronavirus disease - COVID-19;Serotonergic synapse;Cholinergic synapse;Glutamatergic synapse;Retrograde endocannabinoid signaling;Dopaminergic synapse;Non-small cell lung cancer;Long-term potentiation;Fc gamma R-mediated phagocytosis;Human immunodeficiency virus 1 infection;Fc epsilon RI signaling pathway;Gap junction;B cell receptor signaling pathway;T cell receptor signaling pathway;Pathways in cancer;Adrenergic signaling in cardiomyocytes;MAPK signaling pathway;cAMP signaling pathway;GnRH secretion;Calcium signaling pathway;Parathyroid hormone synthesis, secretion and action;Chemokine signaling pathway;Hepatocellular carcinoma;NF-kappa B signaling pathway;HIF-1 signaling pathway;C-type lectin receptor signaling pathway;EGFR tyrosine kinase inhibitor resistance;Pancreatic secretion;Carbohydrate digestion and absorption;Salivary secretion;Gastric acid secretion;Long-term depression;Fat digestion and absorption;Thyroid hormone synthesis;Circadian entrainment;Melanogenesis;Thermogenesis;Neurotrophin signaling pathway;Insulin secretion;GnRH signaling pathway;Growth hormone synthesis, secretion and action;Neutrophil extracellular trap formation;Pathways of neurodegeneration - multiple diseases;Platelet activation;Insulin resistance","Human Diseases;Human Diseases;Human Diseases;Human Diseases;Human Diseases;Organismal Systems;Environmental Information Processing;Environmental Information Processing;Organismal Systems;Organismal Systems;Organismal Systems;Environmental Information Processing;Human Diseases;Organismal Systems;Environmental Information Processing;Environmental Information Processing;Environmental Information Processing;Environmental Information Processing;Human Diseases;Organismal Systems;Human Diseases;Organismal Systems;Organismal Systems;Human Diseases;Organismal Systems;Human Diseases;Organismal Systems;Organismal Systems;Organismal Systems;Human Diseases;Organismal Systems;Human Diseases;Organismal Systems;Organismal Systems;Organismal Systems;Organismal Systems;Organismal Systems;Human Diseases;Organismal Systems;Organismal Systems;Human Diseases;Organismal Systems;Cellular Processes;Organismal Systems;Organismal Systems;Human Diseases;Organismal Systems;Environmental Information Processing;Environmental Information Processing;Organismal Systems;Environmental Information Processing;Organismal Systems;Organismal Systems;Human Diseases;Environmental Information Processing;Environmental Information Processing;Organismal Systems;Human Diseases;Organismal Systems;Organismal Systems;Organismal Systems;Organismal Systems;Organismal Systems;Organismal Systems;Organismal Systems;Organismal Systems;Organismal Systems;Organismal Systems;Organismal Systems;Organismal Systems;Organismal Systems;Organismal Systems;Organismal Systems;Human Diseases;Organismal Systems;Human Diseases","Cancer: specific types;Infectious disease: viral;Infectious disease: parasitic;Infectious disease: viral;Infectious disease: parasitic;Endocrine system;Signal transduction;Signal transduction;Immune system;Immune system;Circulatory system;Signal transduction;Cancer: overview;Immune system;Signal transduction;Signal transduction;Signal transduction;Signal transduction;Cancer: overview;Endocrine system;Cardiovascular disease;Sensory system;Endocrine system;Endocrine and metabolic disease;Excretory system;Neurodegenerative disease;Endocrine system;Endocrine system;Endocrine system;Neurodegenerative disease;Endocrine system;Infectious disease: viral;Nervous system;Nervous system;Nervous system;Nervous system;Nervous system;Cancer: specific types;Nervous system;Immune system;Infectious disease: viral;Immune system;Cellular community - eukaryotes;Immune system;Immune system;Cancer: overview;Circulatory system;Signal transduction;Signal transduction;Endocrine system;Signal transduction;Endocrine system;Immune system;Cancer: specific types;Signal transduction;Signal transduction;Immune system;Drug resistance: antineoplastic;Digestive system;Digestive system;Digestive system;Digestive system;Nervous system;Digestive system;Endocrine system;Environmental adaptation;Endocrine system;Environmental adaptation;Nervous system;Endocrine system;Endocrine system;Endocrine system;Immune system;Neurodegenerative disease;Immune system;Endocrine and metabolic disease",PW_C003586;HMDB0007535,"Lipids and lipid-like molecules",Glycerolipids,Diradylglycerols,-,627.533409254,7.5536,M+H-H2O,C41H72O5,0,80.8,metab_2780,pos_3739,pos,1104000,850500,771500,838200,1035000,840700,804000,1169000,787000,561700,848600,1228000,,,,
"Linoleic Acid",ÑÇÓÍËá,0.802,0.86,0.101,0.4998,0.9775,-0.0328,no,down,C01595,Lipids,"Fatty acids",map01100;map00591;map01040,"Metabolic pathways;Linoleic acid metabolism;Biosynthesis of unsaturated fatty acids",Metabolism;Metabolism;Metabolism,"Global and overview maps;Lipid metabolism;Lipid metabolism",HMDB0006270;LMFA01030120;PW_C000530;HMDB0247706;HMDB0000673;MJDBOTE0000548,"Lipids and lipid-like molecules","Fatty Acyls","Lineolic acids and derivatives",506-21-8;60-33-3,279.232565201,6.71068333333,"M-H, M+FA-H, 2M-H",C18H32O2,84.3,0,metab_8318,neg_34,neg,3494000,2481000,2904000,2740000,3154000,2670000,2084000,3325000,3051000,3356000,3369000,2658000,,,,
N-Acetyl-D-cysteine,N-ÒÒõ£-D-°ëë×°±Ëá,0.9196,0.9507,0.0934,0.6998,1.0255,0.0363,no,up,C06809,-,-,-,-,-,-,HMDB0255048,"Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues",-,146.026832334,0.77475,M+H-H2O,C5H9NO3S,0,51.3,metab_5330,pos_6219,pos,211900,101500,61160,69590,120700,136200,97010,141400,143000,73780,165600,62710,,,,
LysoPA(19:0/0:0),-,0.9862,0.9915,0.09,0.5179,0.9973,-0.0039,no,down,-,-,-,-,-,-,-,HMDB0114746,"Lipids and lipid-like molecules",Glycerophospholipids,Glycerophosphates,-,494.323278195,6.6864,"M+ACN+Na, 2M+ACN+H, M+ACN+H",C22H45O7P,0,33.8,metab_686,pos_164,pos,14250000,8428000,11700000,11790000,9717000,10480000,7876000,13450000,12230000,14840000,11450000,6682000,,,,
9-Nonylpurine,"9 -ÈÉ»ùàÑßÊ",0.7931,0.8677,0.0885,0.4873,1.0874,0.1209,no,up,-,-,-,-,-,-,-,HMDB0260401,"Organoheterocyclic compounds",Imidazopyrimidines,"Purines and purine derivatives",-,515.362555235,6.88568333333,2M+Na,C14H22N4,0,42.6,metab_3269,pos_4247,pos,334600,464600,598800,583200,349300,467900,381700,242300,459600,1043000,224100,222300,,,,
"PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/19:0)",-,0.8395,0.9012,0.0829,0.7595,0.9378,-0.0926,no,down,-,-,-,-,-,-,-,HMDB0256888;LMGP03010833,"Lipids and lipid-like molecules",Glycerophospholipids,Glycerophosphoserines,-,872.536987015,7.64091666667,"M+H-2H2O, M+Na",C47H80NO10P,0,61.1,metab_6140,pos_824,pos,371400,635000,579500,767500,1614000,539500,528100,711000,901500,389900,1495000,780600,,,,
"Phenol sulphate",-,0.8793,0.9167,0.0824,0.7479,0.9183,-0.123,no,down,C02180;C00850,-,-,-,-,-,-,HMDB0060015;PW_C040399,"Organic acids and derivatives","Organic sulfuric acids and derivatives",Arylsulfates,937-34-8,172.990497393,3.52571666667,M-H,C6H6O4S,0,39.5,metab_9045,neg_2078,neg,9921000,3744000,27190000,694900,2681000,5067000,7429000,10800000,19590000,7871000,2631000,5361000,,,,
LysoPC(16:1(9Z)/0:0),-,0.9122,0.9415,0.0821,0.251,1.0154,0.022,no,up,C04230,Lipids,Phospholipids,map00564;map05231,"Glycerophospholipid metabolism;Choline metabolism in cancer","Metabolism;Human Diseases","Lipid metabolism;Cancer: overview",HMDB0010383,"Lipids and lipid-like molecules",Glycerophospholipids,Glycerophosphocholines,76790-27-7,538.314738324,6.52625,M+FA-H,C24H48NO7P,0,69.8,metab_6441,neg_1085,neg,965300,656300,793900,869400,718600,852800,612900,799000,1008000,1131000,738900,492100,,,,
"5-((6-((Aminomethyl)amino)-1-oxohexyl)amino)pentanoic acid",5-£¨£¨6-£¨£¨°±»ù¼×»ù£©°±»ù£©-1-Ñõ´ú¼º»ù£©°±»ù£©ÎìËá,0.8717,0.9126,0.0811,0.4031,0.9726,-0.0401,no,down,-,-,-,-,-,-,-,HMDB0258266,"Lipids and lipid-like molecules","Fatty Acyls","Fatty amides",-,307.152371308,6.32371666667,M+Cl,C12H24N4O3,0,49.2,metab_6398,neg_1045,neg,185500,205600,206600,166400,160900,290700,127500,280100,244700,202100,268500,126800,,,,
"DG(i-21:0/0:0/20:3(8Z,11Z,14Z)-2OH(5,6))",-,0.9618,0.9763,0.077,0.1361,1.0205,0.0293,no,up,-,-,-,-,-,-,-,HMDB0300264,"Not Available","Not Available","Not Available",-,762.625890886,6.48175,M+ACN+H,C44H80O7,0,34,metab_1560,pos_2465,pos,105200,84810,18100,49340,33620,234900,20680,74260,119200,88180,99520,113500,,,,
"Terephthalic Acid",¶Ô±½¶þ¼×Ëá,0.9602,0.9752,0.077,0.4429,1.0203,0.029,no,up,C06337,-,-,map01100,"Metabolic pathways",Metabolism,"Global and overview maps",HMDB0002428;MJDBOTE0000641,Benzenoids,"Benzene and substituted derivatives","Benzoic acids and derivatives",100-21-0,165.018403718,6.70285,M-H,C8H6O4,51.2,0,metab_6498,neg_1138,neg,800600,205900,205700,194900,312600,239900,224600,233000,199100,274700,724200,265200,,,,
"(3b,4b,11b,14b)-11-Ethoxy-3,4-epoxy-14-hydroxy-12-cyathen-15-al 14-xyloside","£¨3b£¬4b£¬11b£¬14b£©-11-ÒÒÑõ»ù-3,4-»·Ñõ-14-ôÇ»ù-12-Çè»ù-15-al 14-Ä¾ÌÇÜÕ",0.9203,0.9476,0.0758,0.4197,0.9304,-0.1041,no,down,-,-,-,-,-,-,-,HMDB0034617,"Lipids and lipid-like molecules","Prenol lipids",Diterpenoids,178120-49-5,539.289195616,6.45136666667,M+FA-H,C27H42O8,0,68.1,metab_7148,neg_1727,neg,1.54,95610,582100,104400,176800,84340,173600,339300,1.666,36340,1.512,571900,,,,
DG(17:0/0:0/LTE4),-,0.9867,0.9918,0.0733,0.4483,1.005,0.0072,no,up,-,-,-,-,-,-,-,HMDB0295677,"Not Available","Not Available","Not Available",-,779.526157944,6.71823333333,2M+3H2O+2H,C43H75NO8S,0,49.9,metab_1747,pos_2647,pos,112300,100500,48530,179200,124800,156300,217300,116600,62530,75840,47950,197700,,,,
LysoPC(15:0/0:0),-,0.9636,0.9777,0.0731,0.1619,1.009,0.0129,no,up,C04230,Lipids,Phospholipids,map00564;map05231,"Glycerophospholipid metabolism;Choline metabolism in cancer","Metabolism;Human Diseases","Lipid metabolism;Cancer: overview",HMDB0010381;HMDB0010375,"Lipids and lipid-like molecules",Glycerophospholipids,Glycerophosphocholines,-,480.309105983,6.74991666667,M-H,C23H48NO7P,0,38.5,metab_7037,neg_1626,neg,43600000,22270000,31180000,25210000,23310000,23110000,21300000,23600000,24710000,47060000,32430000,18050000,,,,
LysoPE(18:0/0:0),-,0.9989,0.9989,0.0612,0.166,1.0002,0.0003,no,up,-,-,-,-,-,-,-,HMDB0011130,"Lipids and lipid-like molecules",Glycerophospholipids,Glycerophosphoethanolamines,69747-55-3,482.323385122,6.9737,"M+H, M+Na",C23H48NO7P,0,47.4,metab_6007,pos_701,pos,7148000,4616000,5097000,4168000,4053000,4481000,4248000,4307000,4360000,7352000,5950000,3338000,,,,
"PC(18:0/20:4(8Z,11Z,14Z,17Z))",-,0.8936,0.9355,0.0599,0.6236,1.0392,0.0555,no,up,C00157,Lipids,Phospholipids,map01100;map00564;map00590;map00591;map00592;map05231;map04723,"Metabolic pathways;Glycerophospholipid metabolism;Arachidonic acid metabolism;Linoleic acid metabolism;alpha-Linolenic acid metabolism;Choline metabolism in cancer;Retrograde endocannabinoid signaling","Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Human Diseases;Organismal Systems","Global and overview maps;Lipid metabolism;Lipid metabolism;Lipid metabolism;Lipid metabolism;Cancer: overview;Nervous system",HMDB0008049;LMGP01012144;PW_C004098,"Lipids and lipid-like molecules",Glycerophospholipids,Glycerophosphocholines,-,810.598862065,6.92566666667,M+H,C46H84NO8P,0,69.4,metab_1911,pos_2821,pos,606900000,296100000,248400000,278800000,103300000,373700000,401500000,269200000,326900000,467900000,79500000,290400000,,,,
"Spirolide F",-,0.9105,0.9452,0.0576,0.4801,0.9774,-0.033,no,down,-,-,-,-,-,-,-,HMDB0030501,"Lipids and lipid-like molecules","Prenol lipids","Terpene lactones",183159-73-1,750.493350289,6.34308333333,"M+Na, M+ACN+H",C43H69NO8,0,36,metab_6163,pos_846,pos,316200,136500,145200,130500,215100,172400,256400,118000,145000,251800,158700,212100,,,,
Narasin,¼×»ùÑÎÃ¹ËØ,0.9121,0.9464,0.0534,0.5028,1.0399,0.0564,no,up,-,-,-,-,-,-,-,HMDB0030448,"Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides",55134-13-9,809.472620282,6.54216666667,M+2Na-H,C43H72O11,0,36.9,metab_3670,pos_4652,pos,53140,73790,95800,12350,47000,19570,62980,78750,13570,48470,17690,68580,,,,
"PE-NMe(18:0/22:5(7Z,10Z,13Z,16Z,19Z))",-,0.911,0.9407,0.0518,0.2968,1.035,0.0496,no,up,"C01241 ",-,-,-,-,-,-,PW_C059229;HMDB0113106,"Lipids and lipid-like molecules",Glycerophospholipids,Glycerophosphoethanolamines,-,852.573852929,6.47103333333,M+FA-H,C46H82NO8P,0,91,metab_7141,neg_1720,neg,351800,7786000,5621000,5615000,10320000,6676000,6882000,6309000,6833000,96440,7287000,7737000,,,,
"PC(18:0/18:1(9Z)-O(12,13))",-,0.8862,0.9307,0.0506,0.6888,0.9601,-0.0587,no,down,-,-,-,-,-,-,-,HMDB0286265,"Not Available","Not Available","Not Available",-,766.572064026,7.3548,"M+H-2H2O, M+Na",C44H84NO9P,0,40.1,metab_6097,pos_784,pos,231400,470400,499300,896500,1078000,558900,339000,731000,813400,216000,989100,801800,,,,
DG(PGF1alpha/0:0/a-21:0),-,0.9275,0.9557,0.05,0.0508,1.0373,0.0528,no,up,-,-,-,-,-,-,-,HMDB0298089,"Not Available","Not Available","Not Available",-,780.637021355,6.49781666667,M+ACN+H,C44H82O8,0,35.6,metab_1568,pos_2472,pos,68140,41740,53680,3614,87620,45920,46450,36930,114400,57300,34800,8.057,,,,
"Phthalic Acid",ÌªËá,0.9935,0.9956,0.0473,0.4776,1.0024,0.0035,no,up,C01606,-,-,map01100;map02010,"Metabolic pathways;ABC transporters","Metabolism;Environmental Information Processing","Global and overview maps;Membrane transport",HMDB0002107;MJDBOTE0000627,Benzenoids,"Benzene and substituted derivatives","Benzoic acids and derivatives",88-99-3,165.018400815,6.84488333333,M-H,C8H6O4,61.4,0,metab_6554,neg_1189,neg,876700,285000,276100,294900,414000,348900,327700,338900,271300,323700,821800,405900,,,,
"9,10-Epoxyoctadecenoic acid","9£¬10 -»·ÑõÊ®°ËÌ¼Ï©Ëá",0.902,0.934,0.0432,0.1859,0.9429,-0.0848,no,down,C14825,-,-,map01100;map00591,"Metabolic pathways;Linoleic acid metabolism",Metabolism;Metabolism,"Global and overview maps;Lipid metabolism",HMDB0004701,"Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates",-,591.462947242,6.84488333333,2M-H,C18H32O3,0,95.9,metab_6992,neg_1584,neg,51130,276900,118900,48910,37630,65630,44210,207800,65480,186300,89980,41540,,,,
PC(18:0/0:0),-,0.8406,0.9016,0.0426,0.277,1.0361,0.0512,no,up,C04230,Lipids,Phospholipids,map00564;map05231,"Glycerophospholipid metabolism;Choline metabolism in cancer","Metabolism;Human Diseases","Lipid metabolism;Cancer: overview",LMGP01050026;HMDB0010384,"Lipids and lipid-like molecules",Glycerophospholipids,Glycerophosphocholines,19420-57-6,546.352057698,7.66461666667,M+Na,C26H54NO7P,95.6,0,metab_2331,pos_3268,pos,229100000,148700000,194400000,153500000,133500000,140400000,137400000,139500000,140000000,276900000,148600000,122400000,,,,
PA(15:0/PGF1alpha),-,0.9632,0.9764,0.0391,0.8921,1.0037,0.0053,no,up,-,-,-,-,-,-,-,HMDB0263258,"Not Available","Not Available","Not Available",-,767.504744832,6.32713333333,"M+CH3OH+H, M+ACN+Na, M+2Na-H, M+Na",C38H71O11P,0,51.5,metab_534,pos_15,pos,2530000,3049000,3164000,3136000,2575000,3509000,3292000,2382000,3006000,2939000,2794000,3488000,,,,
Cyclopentolate,»·ÅçÍÐõ¥,0.9628,0.9764,0.0384,0.2525,0.9893,-0.0155,no,down,C06932,-,-,-,-,-,-,HMDB0015114,Benzenoids,"Benzene and substituted derivatives","Not Available",512-15-2,324.21618048,6.0081,M+CH3OH+H,C17H25NO3,0,36.6,metab_4331,pos_5295,pos,197500,397100,229600,112400,205000,134900,194200,157900,213200,337200,202600,185500,,,,
Favipiravir,·¨Æ¥À­Î¤,0.9162,0.9477,0.0384,0.5154,1.0296,0.0421,no,up,-,-,-,-,-,-,-,HMDB0252176,"Organoheterocyclic compounds",Diazines,Pyrazines,-,190.060815976,2.8334,M+CH3OH+H,C5H4FN3O2,0,55.6,metab_4987,pos_5898,pos,49320,47930,80720,9269,34770,65590,41420,27700,84470,43000,43100,39580,,,,
5-Methoxyindoleacetate,"5 -¼×Ñõ»ùßÅßáÒÒËáõ¥",0.9554,0.9719,0.0377,0.188,0.9904,-0.0139,no,down,C05660,-,-,map00380,"Tryptophan metabolism",Metabolism,"Amino acid metabolism",HMDB0004096;PW_C002060,"Organoheterocyclic compounds","Indoles and derivatives","Indolyl carboxylic acids and derivatives",3471-31-6,247.107237085,5.01265,"M+ACN+H, M+2Na-H, M+H-H2O",C11H11NO3,0,50.9,metab_6125,pos_81,pos,387400,233000,339500,119600,272600,326900,260700,209800,386800,241800,328600,267600,,,,
Lipofectin,Àû°û·¢¶¡,0.9908,0.9942,0.0372,0.0778,1.0025,0.0036,no,up,-,-,-,-,-,-,-,HMDB0244088;HMDB0254118;HMDB0009059,"Lipids and lipid-like molecules",Glycerophospholipids,Glycerophosphoethanolamines,-,767.517984101,6.69436666667,M+Na,C41H77O9P,0,30.4,metab_1728,pos_2626,pos,162500,93090,104500,109400,114500,123800,159300,81210,29070,97690,175500,163200,,,,
Apigenidin,ÇÛ²Ë¶¨,0.9499,0.9687,0.0251,0.5289,1.017,0.0243,no,up,C08574,-,-,-,-,-,-,HMDB0303074,"Phenylpropanoids and polyketides",Flavonoids,Hydroxyflavonoids,-,278.056463933,0.618083333333,M+Na,C15H11O4+,0,79.8,metab_351,pos_1318,pos,205500,237800,358400,52290,192800,313700,205100,125800,420700,196100,190000,199600,,,,
"Metronidazole phosphate",Á×Ëá¼×Ïõßò,0.9525,0.9717,0.021,0.4323,0.9608,-0.0577,no,down,C07203,-,-,-,-,-,-,HMDB0254689;HMDB0015052,"Organoheterocyclic compounds",Azoles,Imidazoles,443-48-1,286.002297728,3.67583333333,M+Cl,C6H10N3O6P,0,40.7,metab_8795,neg_785,neg,37620,714.1,42520,3999,748.5,67140,18940,3487,10810,84430,3391,37940,,,,
"Xanthylic acid",»ÆÜÕËá,0.9779,0.9875,0.0168,0.6591,0.991,-0.013,no,down,C00655,-,-,map01100;map00230,"Metabolic pathways;Purine metabolism",Metabolism;Metabolism,"Global and overview maps;Nucleotide metabolism",PW_C001196;HMDB0001554,"Nucleosides, nucleotides, and analogues","Purine nucleotides","Purine ribonucleotides",523-98-8,382.076000319,2.81736666667,M+NH4,C10H13N4O9P,0,51.3,metab_731,pos_1680,pos,386500,283000,188600,49660,203600,348100,184400,112200,444500,257900,85470,388400,,,,
"Norcholic acid",È¥¼×µ¨Ëá,0.9572,0.9729,0.014,0.2293,1.0121,0.0174,no,up,-,-,-,-,-,-,-,HMDB0255727;LMST04060019,"Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives",-,852.567474324,6.67033333333,2M+ACN+Na,C23H38O5,0,34.5,metab_1711,pos_2608,pos,240500,212900,215200,89390,271700,126700,151000,118800,168800,279600,292500,131700,,,,
"PC(18:2(9Z,12Z)/18:0)",-,0.98,0.9886,0.0128,0.6667,0.9973,-0.0039,no,down,C00157,Lipids,Phospholipids,map01100;map00564;map00590;map00591;map00592;map05231;map04723,"Metabolic pathways;Glycerophospholipid metabolism;Arachidonic acid metabolism;Linoleic acid metabolism;alpha-Linolenic acid metabolism;Choline metabolism in cancer;Retrograde endocannabinoid signaling","Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Human Diseases;Organismal Systems","Global and overview maps;Lipid metabolism;Lipid metabolism;Lipid metabolism;Lipid metabolism;Cancer: overview;Nervous system",PW_C004183;HMDB0008135;LMGP01010935,"Lipids and lipid-like molecules",Glycerophospholipids,Glycerophosphocholines,-,786.599030586,7.70341666667,M+H,C44H84NO8P,0,71,metab_2351,pos_3293,pos,348800000,401400000,316600000,322400000,250700000,319400000,468700000,325800000,320700000,332700000,222700000,294700000,,,,
"Valeric acid",ÎìËá,0.9578,0.9731,0.0126,0.1998,1.0075,0.0108,no,up,C00803,"Organic acids","Carboxylic acids",-,-,-,-,LMFA01010005;HMDB0000892,"Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates",109-52-4,144.101726692,0.704516666667,M+ACN+H,C5H10O2,0,43.1,metab_423,pos_1390,pos,510100,421600,728500,331200,360800,564900,450500,582600,530000,402200,470800,459400,,,,
GPCho(20:4/20:4),-,0.9439,0.9653,0.0126,0.0561,1.0504,0.0709,no,up,C00157,Lipids,Phospholipids,map01100;map00564;map00590;map00591;map00592;map05231;map04723,"Metabolic pathways;Glycerophospholipid metabolism;Arachidonic acid metabolism;Linoleic acid metabolism;alpha-Linolenic acid metabolism;Choline metabolism in cancer;Retrograde endocannabinoid signaling","Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Human Diseases;Organismal Systems","Global and overview maps;Lipid metabolism;Lipid metabolism;Lipid metabolism;Lipid metabolism;Cancer: overview;Nervous system",HMDB0008443;HMDB0008477;HMDB0008476;HMDB0008444,"Lipids and lipid-like molecules",Glycerophospholipids,Glycerophosphocholines,-,852.552269383,7.56956666667,M+Na,C48H80NO8P,74.2,0,metab_2282,pos_3209,pos,929600,88640,131300,309900,14.47,117600,119400,176500,155200,748800,265600,35940,,,,
"Chikusetsu saponin iva",Öñ½Ú²ÎÔíÜÕ,0.9251,0.9546,0.0118,0.0631,1.0314,0.0446,no,up,C10246,-,-,-,-,-,-,HMDB0250078;HMDB0038778,"Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides",51415-00-0,812.474438661,6.59031666667,M+NH4,C42H66O14,0,33.1,metab_3612,pos_4598,pos,48180,110000,146200,130100,87700,20050,28030,56430,156800,51470,128600,104300,,,,
"SM(d20:1/22:5(4Z,7Z,10Z,13Z,19Z)-O(16,17))",-,0.9797,0.9886,0.0051,0.0368,1.0045,0.0065,no,up,-,-,-,-,-,-,-,HMDB0290755,"Not Available","Not Available","Not Available",-,819.606717469,7.22688333333,M+H,C47H83N2O7P,0,57.2,metab_2960,pos_3923,pos,105000,67950,154600,148500,186900,134300,110000,121400,184900,112400,122200,143100,,,,
"Corchoroside B",»ÆÂéÜÕB,0.9743,0.9835,0.0027,0.3506,1.0203,0.029,no,up,-,-,-,-,-,-,-,HMDB0030343,"Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroidal glycosides",35536-76-6,563.289426878,6.41933333333,M+FA-H,C29H42O8,0,66.6,metab_7155,neg_1733,neg,2803,223000,667700,257600,383200,123800,316900,450100,293.3,36760,2469,819200,,,,
PS(16:0/16:1(9Z)),-,0.9691,0.9808,0.0005,0.2186,1.0122,0.0175,no,up,C02737,Lipids,Phospholipids,map01100;map00564;map05146;map05322;map00260;map05140,"Metabolic pathways;Glycerophospholipid metabolism;Amoebiasis;Systemic lupus erythematosus;Glycine, serine and threonine metabolism;Leishmaniasis","Metabolism;Metabolism;Human Diseases;Human Diseases;Metabolism;Human Diseases","Global and overview maps;Lipid metabolism;Infectious disease: parasitic;Immune disease;Amino acid metabolism;Infectious disease: parasitic",HMDB0012355;PW_C007884;LMGP03010909,"Lipids and lipid-like molecules",Glycerophospholipids,Glycerophosphoserines,-,778.453774205,6.7342,M+2Na-H,C38H72NO10P,0,53.5,metab_3434,pos_4415,pos,59630,52510,124700,17630,64180,30880,62220,64940,38680,25010,77930,76600,,,,
